show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,genre_list,duration_int,content_age,genre_count,type_encoded,rating_encoded,HC_Cluster,DBSCAN_Cluster,KMeans_cluster,HC_cluster,DBSCAN_cluster,PCA1,PCA2,TSNE1,TSNE2
s910,Movie,Big Time Movie,Savage Steve Holland,"Kendall Schmidt, James Maslow, Carlos PenaVega, Logan Henderson, Ciara Bravo, Challen Cates, Tanya Chisholm, Stephen Kramer Glickman, Trevor Devall, Christopher Shyer","United States, Canada","November 2, 2019",2012,TV-PG,68 min,"Children & Family Movies, Comedies, Music & Musicals","Big Time Rush heads to London for their first world tour, but when the boys' bags are switched, they get mixed up in a mission to save the world.","['Children & Family Movies', 'Comedies', 'Music & Musicals']",68,13,3,0,9,0,-1,1,0,-1,-1.083750665101271,1.097157856726576,-22.261686,-34.52862
s911,Movie,Bigflo & Oli: Hip Hop Frenzy,"Bigflo & Oli, Jérémie Levypon",Bigflo & Oli,France,"October 8, 2020",2020,TV-MA,100 min,"Documentaries, International Movies, Music & Musicals","Go backstage with French rap duo Bigflo & Oli in this intimate music documentary, then join the superstar siblings as they embark on a major tour.","['Documentaries', 'International Movies', 'Music & Musicals']",100,5,3,0,8,0,-1,1,0,-1,-1.0084192111863424,1.1541382239622517,-25.12152,-45.480793
s912,Movie,Bigger Fatter Liar,Ron Oliver,"Ricky Garcia, Jodelle Ferland, Barry Bostwick, Fiona Vroom, Kevin O'Grady, Karen Holness",United States,"April 18, 2017",2017,PG,95 min,"Children & Family Movies, Comedies","When his video game concept is stolen by a dishonest executive, a teenage chronic liar sets out to prove that he's telling the truth, for once.","['Children & Family Movies', 'Comedies']",95,8,2,0,3,0,-1,0,0,-1,-1.7524699782476654,0.878548751215607,-34.027275,-0.8762804
s913,Movie,Biggie & Tupac,Nick Broomfield,Nick Broomfield,United Kingdom,"January 26, 2019",2002,R,108 min,"Documentaries, Music & Musicals","British documentarian Nick Broomfield investigates the murders of rappers Tupac Shakur and Biggie Smalls, digging up some surprises in the process.","['Documentaries', 'Music & Musicals']",108,23,2,0,5,0,-1,1,0,-1,-1.0838394536717921,1.1786709546035146,-19.834272,-39.477165
s914,Movie,"Bikram: Yogi, Guru, Predator",Eva Orner,Bikram Choudhury,United States,"November 20, 2019",2019,TV-MA,86 min,Documentaries,This documentary charts the rise and fall of hot yoga founder Bikram Choudhury as his global empire is born and disturbing revelations come to light.,['Documentaries'],86,6,1,0,8,0,-1,0,0,-1,0.0341944529926197,1.8801000311679952,-45.768528,6.704547
s915,Movie,Bill Burr: I'm Sorry You Feel That Way,Jay Karas,Bill Burr,United States,"December 5, 2014",2014,TV-MA,81 min,Stand-Up Comedy,"Bill Burr escapes the zombie apocalypse, explores how rom-coms ruin great sex and explains how too many childhood hugs may be the downfall of man.",['Stand-Up Comedy'],81,11,1,0,8,0,-1,1,0,-1,0.3874665405702548,6.016745120956032,-76.437904,3.6831923
s916,Movie,Bill Burr: Let It Go,Shannon Hartman,Bill Burr,United States,"November 10, 2017",2010,NR,65 min,Stand-Up Comedy,"The musings of comedian Bill Burr are let loose in this special, which was filmed at the historic Fillmore Auditorium in San Francisco.",['Stand-Up Comedy'],65,15,1,0,2,1,-1,1,1,-1,0.25324154042773206,9.019049825824107,-78.38379,-3.964193
s917,Movie,Bill Burr: Paper Tiger,Mike Binder,Bill Burr,"United States, United Kingdom","September 10, 2019",2019,TV-MA,67 min,Stand-Up Comedy,"Bill Burr unloads on outrage culture, male feminism, cultural appropriation, robot sex and more in a blistering stand-up special shot in London.",['Stand-Up Comedy'],67,6,1,0,8,0,-1,1,0,-1,1.0177910522222504,9.136865186196673,-75.36517,-7.8295383
s918,Movie,Bill Burr: Walk Your Way Out,Jay Karas,Bill Burr,United States,"January 31, 2017",2017,TV-MA,78 min,Stand-Up Comedy,"No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language.",['Stand-Up Comedy'],78,8,1,0,8,1,-1,1,1,-1,0.6660432149752243,8.29662304066102,-74.143776,-18.649069
s919,Movie,Bill Burr: You People Are All the Same,Jay Karas,Bill Burr,United States,"June 30, 2018",2012,TV-MA,69 min,Stand-Up Comedy,"Funnyman Bill Burr takes the stage to uncork a profanity-laced, incisive routine that pokes fun at plastic surgery, reality TV, gold diggers and more.",['Stand-Up Comedy'],69,13,1,0,8,1,-1,1,1,-1,1.22345504320539,6.963482581846859,-73.518265,-17.48758
s920,Movie,Bill Hicks: One Night Stand,John Fortenberry,Bill Hicks,United Kingdom,"December 31, 2018",1991,TV-MA,28 min,Stand-Up Comedy,"Bill Hicks remembers a wild night in 1989 and offers his views on puffing cigarettes, smoking weed, drinking, sex, commercials and music.",['Stand-Up Comedy'],28,34,1,0,8,0,-1,1,0,-1,0.20742979411555568,6.283336525937441,-79.50242,4.7569475
s921,Movie,Bill Hicks: Reflections,Unknown,"Bill Hicks, Steve Hicks",Unknown,"December 31, 2018",2015,TV-MA,34 min,Documentaries,"This documentary about comedian Bill Hicks offers insight into his irreverent takes on, well, everything. Brother Steve Hicks is the star witness.",['Documentaries'],34,10,1,0,8,1,-1,0,1,-1,-0.15379229939355782,3.650138051308851,2.3721886,-1.670738
s922,Movie,Bill Hicks: Relentless,Chris Bould,Bill Hicks,United Kingdom,"December 31, 2018",1992,TV-MA,61 min,Stand-Up Comedy,"In one of his most iconic performances, late comedian Bill Hicks demonstrates what made him such a singular talent and a force to be reckoned with.",['Stand-Up Comedy'],61,33,1,0,8,1,-1,1,1,-1,0.4324519935603061,8.283501104823413,-80.87938,-3.8241465
s923,Movie,Bill Hicks: Revelations,Chris Bould,Bill Hicks,United Kingdom,"December 31, 2018",1993,TV-MA,56 min,Stand-Up Comedy,"In his final recorded special, the iconoclastic comedian channels Goat Boy and tackles provocative topics like British porn, pot and the priesthood.",['Stand-Up Comedy'],56,32,1,0,8,1,-1,1,1,-1,0.2698407065834289,8.258565750670623,-78.432396,-3.9660378
s924,Movie,Bill Hicks: Sane Man,"Kevin Booth, David Johndrow",Bill Hicks,United States,"December 31, 2018",1989,TV-MA,81 min,Stand-Up Comedy,"Filmed in 1989 at a turning point in comedian Bill Hicks's career, this rare onstage performance captures him spouting off on a variety of topics.",['Stand-Up Comedy'],81,36,1,0,8,1,-1,1,1,-1,0.21778074517822082,7.459938530262269,-81.43227,-2.6335948
s925,TV Show,Bill Nye Saves the World,Unknown,"Bill Nye, Karlie Kloss, Derek Muller, Emily Calandrelli, Nazeem Hussain, Joanna Hausmann",United States,"May 11, 2018",2018,TV-14,3 Seasons,Stand-Up Comedy & Talk Shows,Emmy-winning host Bill Nye brings experts and famous guests to his lab for a talk show exploring scientific issues that touch our lives.,['Stand-Up Comedy & Talk Shows'],3,7,1,1,6,1,-1,1,1,-1,2.513358370518074,4.458708439347558,-75.05228,19.048582
s926,Movie,Bill Nye: Science Guy,"Jason Sussberg, David Alvarado","Bill Nye, Neil deGrasse Tyson, Eugenie Scott, Francis Collins, Ann Druyan",United States,"April 25, 2018",2017,TV-PG,97 min,Documentaries,"The dynamic, bow-tied host behind the young adult science show faces climate-change skeptics as he demonstrates the importance of scientific evidence.",['Documentaries'],97,8,1,0,9,0,-1,0,0,-1,-0.45286105191546455,1.0222953952415184,46.58132,-15.389204
s927,Movie,Billu,Priyadarshan,"Irrfan Khan, Shah Rukh Khan, Lara Dutta, Rajpal Yadav, Om Puri, Asrani, Manoj Joshi",India,"April 1, 2018",2009,TV-PG,132 min,"Dramas, International Movies","An Indian village is abuzz with news that a major movie star is coming to town – even more so because the town barber went to school with him. But as the day of the actor's visit approaches, the humble barber begins to worry he won't be recognized.","['Dramas', 'International Movies']",132,16,2,0,9,0,-1,0,0,-1,-1.9382726109928599,-0.8809052918782166,-1.9161825,-5.7877636
s928,Movie,Billy Elliot,Stephen Daldry,"Jamie Bell, Gary Lewis, Stuart Wells, Billy Fane, Colin MacLachlan, Nicola Blackwell, Carol McGuigan, Joe Renton, Janine Birkett, Charlie Hardwick, Mike Elliot, Jean Heywood, Jamie Draven, Julie Walters, Trevor Fox, Adam Cooper","United Kingdom, France","February 1, 2019",2000,R,110 min,"Dramas, Independent Movies, International Movies","When a boy trades boxing school for ballet lessons, he may take his newfound talent all the way to the top - and win over his disapproving father.","['Dramas', 'Independent Movies', 'International Movies']",110,25,3,0,5,0,-1,0,0,-1,-2.657363128606785,-1.388283354013141,-5.9468565,11.955362
s929,Movie,Billy Graham: An Extraordinary Journey,"Vonda Harrell, Daniel Camenisch","Billy Graham, Jeff Hoyt, Tom Brokaw, Greta Van Susteren, Diane Sawyer, Larry King, George Bush Sr., George W. Bush, Bill Clinton, Franklin Graham",United States,"February 28, 2019",2018,TV-PG,66 min,"Documentaries, Faith & Spirituality",This documentary recounts the life story of evangelist preacher Billy Graham featuring interviews with family members and former presidents.,"['Documentaries', 'Faith & Spirituality']",66,7,2,0,9,3,-1,0,3,-1,-0.4880540077320305,1.07956307428116,80.94426,-12.074422
s930,TV Show,Billy on the Street,Unknown,Billy Eichner,United States,"November 1, 2019",2016,TV-14,4 Seasons,"International TV Shows, Reality TV, TV Comedies","Comedian Billy Eichner sprints through New York with celebrities to stun pedestrians with unapologetic, unfiltered and unique pop culture questions.","['International TV Shows', 'Reality TV', 'TV Comedies']",4,9,3,1,6,0,-1,0,0,-1,2.709340432391141,1.7096309725251202,-61.607216,-32.26211
s931,Movie,Bilu Rakkhosh,Indrasis Acharya,"Joy Sengupta, Koneenica Banerjee, Kanchana Moitra, Pradip Mukherjee",India,"March 15, 2018",2017,TV-MA,127 min,"Dramas, International Movies","Torn between his demanding corporate career, his passion for music and his turbulent family life, a man struggles to keep his inner demons in check.","['Dramas', 'International Movies']",127,8,2,0,8,0,-1,0,0,-1,-1.8405841680089243,-0.4504560619186344,-7.3735433,2.7351522
s932,TV Show,Biohackers,Unknown,"Luna Wedler, Jessica Schwarz, Adrian Julius Tillmann, Thomas Prenn, Jing Xiang, Caro Cult, Sebastian Jakob Doppelbauer",Germany,"August 20, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.,"['International TV Shows', 'TV Dramas', 'TV Sci-Fi & Fantasy']",1,5,3,1,8,0,-1,0,0,-1,1.1605051065220973,-2.0666716772029443,42.40627,-48.466393
s933,Movie,Bioscope,"Gajendra Ahire, Viju Mane, Girish Mohite, Ravi Jadhav","Nina Kulkarni, Suhas Palshikar, Kushal Badrike, Spruha Joshi, Mangesh Desai, Smita Tambe, Veena Jamkar, Sandeep Khare",India,"August 15, 2018",2015,TV-14,131 min,"Dramas, International Movies, LGBTQ Movies","Inspired by classic and contemporary literature, four renowned Marathi directors create four individual stories in this anthology of short films.","['Dramas', 'International Movies', 'LGBTQ Movies']",131,10,3,0,6,0,-1,0,0,-1,-1.135755865404583,0.1426951378822079,21.36253,21.02946
s934,Movie,Bir Baba Hindu,Sermiyan Midyat,"Sermiyan Midyat, Şafak Sezer, Nicole Faria, Burak Satıbol","Turkey, India","April 28, 2020",2016,TV-MA,107 min,"Action & Adventure, Comedies, International Movies",A Istanbul mobster falls for an Indian yoga instructor whose abduction takes him on a wild rescue mission to Mumbai.,"['Action & Adventure', 'Comedies', 'International Movies']",107,9,3,0,8,0,-1,0,0,-1,-1.8979149437050231,-0.4127201985091629,2.8270762,-67.3767
s935,Movie,Bird Box,Susanne Bier,"Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson, BD Wong, Jacki Weaver, Rosa Salazar, Danielle Macdonald, Lil Rel Howery, Tom Hollander",United States,"December 21, 2018",2018,R,124 min,"Dramas, Sci-Fi & Fantasy, Thrillers","Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.","['Dramas', 'Sci-Fi & Fantasy', 'Thrillers']",124,7,3,0,5,0,-1,0,0,-1,-1.258464904207262,-1.2052298834131574,36.269745,-45.36063
s936,Movie,Birders,Otilia Portillo Padua,Not Available,"United States, Mexico","September 25, 2019",2019,TV-G,38 min,"Documentaries, International Movies",Bird watchers on both sides of the U.S.-Mexico border share their enthusiasm for protecting and preserving some of the world's most beautiful species.,"['Documentaries', 'International Movies']",38,6,2,0,7,0,-1,0,0,-1,-0.6212742004150066,0.41865919574533267,34.149246,12.253297
s937,Movie,Birdshot,Mikhail Red,"Mary Joy Apostol, Arnold Reyes, Ku Aquino, John Arcilla, Dido Dela Paz, Elora Espano, Ronnie Quizon, Rolando T. Inocencio, Suzette Ranillo, Angelica C. Ferro","Philippines, Qatar","March 26, 2018",2016,TV-MA,115 min,"Dramas, International Movies, Thrillers","A sheltered farm girl inadvertently shoots an endangered Philippine eagle, setting off a police investigation that exposes violence and corruption.","['Dramas', 'International Movies', 'Thrillers']",115,9,3,0,8,0,-1,0,0,-1,-1.4470800254946665,-1.2401286366039657,43.511135,5.3854165
s938,Movie,Birthmarked,Emanuel Hoss-Desmarais,"Toni Collette, Matthew Goode, Andreas Apergis, Michael Smiley, Fionnula Flanagan, Suzanne Clément, Jordan Poole, Megan O'Kelly, Anton Gillis-Adelman, Tyrone Benskin, Vincent Hoss-Desmarais",Canada,"June 28, 2018",2018,TV-MA,88 min,"Comedies, Independent Movies, International Movies","In an attempt to settle the ""nature vs. nurture"" debate, a scientist couple raises three children to live lives that defy their genetic dispositions.","['Comedies', 'Independent Movies', 'International Movies']",88,7,3,0,8,0,-1,0,0,-1,-1.7371031215671437,-0.2537596089057056,-23.036913,-1.7003999
s939,Movie,Bitch,Marianna Palka,"Jason Ritter, Jaime King, Marianna Palka, Brighton Sharbino, Rio Mangini, Jason Maybaum, Kingston Foster, Arielle Kebbel, Martin Starr, Roger Guenveur Smith, Caroline Aaron, Bill Smitrovich",United States,"March 11, 2018",2017,R,97 min,"Comedies, Dramas, Independent Movies","Cracking under the demands of children and a philandering, thankless husband, an overworked suburban mother assumes the persona of a ferocious dog.","['Comedies', 'Dramas', 'Independent Movies']",97,8,3,0,5,0,-1,0,0,-1,-1.9985776336997458,-0.8068325200215763,-34.588215,6.197057
s940,Movie,Bitcoin Heist,Ham Tran,"Kate Nhung, Thanh Pham, Petey Majik Nguyen, Suboi, Jayvee Mai The Hiep, Lam Thanh My",Vietnam,"September 2, 2017",2016,TV-14,116 min,"Action & Adventure, Comedies, International Movies","A unconventional, efficient Interpol special agent goes rogue and assembles a team of thieves to catch a shadowy hacker called ""The Ghost.""","['Action & Adventure', 'Comedies', 'International Movies']",116,9,3,0,6,1,-1,0,1,-1,-1.750581013492688,0.17279743624586977,12.243842,-35.711174
s941,TV Show,Bitten,Unknown,"Laura Vandervoort, Greyston Holt, Greg Bryk, Steve Lund, Paul Greene, Michael Xavier, Genelle Williams",Canada," May 26, 2016",2016,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Horror","Elena Michaels tries to stray from the pack of werewolves that turned her into a monster, but her efforts are thwarted by a string of grisly murders.","['International TV Shows', 'TV Dramas', 'TV Horror']",3,9,3,1,8,0,-1,0,0,-1,1.6186352273661042,-1.338538709568074,0.28907767,-9.525427
s942,TV Show,Bitter Daisies,Miguel Conde,"María Mera, Toni Salgado, Miquel Insua, Denis Gómez, Lucía Álvarez, Sara Sanz, Jimmy Núñez, Paloma Saavedra, Manuel Cortés, Yelena Molina, Ricardo de Barreiro, Nerea Barros, Santiago Cuquejo, Martina Stetson, Carlos Villarino",Spain,"March 29, 2019",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","While investigating the disappearance of a teen girl in a tight-knit Galician town, a Civil Guard officer uncovers secrets linked to a loss of her own.","['Crime TV Shows', 'International TV Shows', 'TV Dramas']",1,7,3,1,8,0,-1,0,0,-1,3.0917173794539647,-2.20075886856279,-5.696868,52.216835
s943,Movie,Bittersweet,Khaled Marei,"Ahmed Helmy, Lotfy Labib, Edward, Enaam Salousa",Egypt,"April 25, 2020",2010,TV-MA,132 min,"Comedies, Dramas, International Movies","After 20 years abroad, a photographer returns to his birth country of Egypt and gets stranded without identification in a now unfamiliar culture.","['Comedies', 'Dramas', 'International Movies']",132,15,3,0,8,0,-1,0,0,-1,-1.6862450972380683,-0.43917170810805384,-33.02983,-4.535649
s944,Movie,Bittoo Boss,Supavitra Babul,"Pulkit Samrat, Ashok Pathak, Tanvir Singh, Amita Pathak, Sunil Shetty, Rajendra Sethi, Mohan Kapoor",India,"July 5, 2020",2012,TV-14,117 min,"Comedies, Dramas, International Movies","When a small-town wedding videographer falls in love, he decides he needs to make more money and turns to shooting sexy videos – with mixed results.","['Comedies', 'Dramas', 'International Movies']",117,13,3,0,6,0,-1,0,0,-1,-2.353008910911966,-1.5367109839455264,-23.87148,4.088343
s945,Movie,Black,Raja Chanda,"Soham Chakraborty, Bidya Sinha Mim, Ashish Vidyarthi, Rajatabha Dutta, Rudranil Ghosh, Kharaj Mukherjee",India,"September 19, 2020",2015,TV-14,137 min,"Action & Adventure, International Movies","A small-town man takes on a dangerous gangster to avenge his father, a police officer who ended his own life after being framed in a deadly crime.","['Action & Adventure', 'International Movies']",137,10,2,0,6,0,-1,0,0,-1,-1.9240003437300779,-1.0014201781105425,10.154507,-27.096128
s946,Movie,Black '47,Lance Daly,"Hugo Weaving, James Frecheville, Stephen Rea, Freddie Fox, Barry Keoghan, Moe Dunford, Sarah Greene, Jim Broadbent","Ireland, Luxembourg, Belgium","October 24, 2020",2018,R,100 min,"Action & Adventure, Dramas, Independent Movies","When the Great Famine ravages his beloved country, a battle-hardened Irishman deserts the British Empire and exacts revenge on the tyrants responsible.","['Action & Adventure', 'Dramas', 'Independent Movies']",100,7,3,0,5,0,-1,0,0,-1,-1.939455775835479,-0.973526800759716,3.839995,-37.735157
s947,Movie,Black & Privileged: Volume 1,Mark Harris,"Dawnisha Halfkenny, Simeon Henderson, Corey Hendrix, Malcom Banks, Nadia Simms, Brian White, Brely Evans, Cynda Williams, Carl Anthony Payne II",United States,"July 12, 2019",2019,TV-MA,79 min,Dramas,"When low-income families move into a thriving black community in Chicago, they find themselves at odds with politicians to maintain their status.",['Dramas'],79,6,1,0,8,0,-1,0,0,-1,-0.5793020948313135,0.528911955148017,-5.1705103,3.1212287
s948,TV Show,Black Butler,Unknown,"Daisuke Ono, Maaya Sakamoto, Hiroki Touchi, Yuki Kaji, Emiri Kato, Koji Yusa, Shunji Fujimura, Yukari Tamura, Romi Park, Jun Fukuyama",Japan,"September 30, 2020",2010,TV-MA,3 Seasons,"Anime Series, International TV Shows","In Victorian London, 12-year-old business magnate Ciel Phantomhive thwarts dangers to the queen as he's watched over by his demon butler, Sebastian.","['Anime Series', 'International TV Shows']",3,15,2,1,8,0,-1,2,0,-1,2.467287842847431,-0.9694262810409918,5.299275,61.700825
s949,TV Show,Black Crows,Unknown,"Rashed Al Shamrani, Sayed Rajab, Dina Talaat, Mohamad Al Ahmad, Maram Al Bloushi, Mahmoud Bu Shehri, Aseel Omran, Mona Shaddad, Azeez Khayoun, Ayman Mabrouk, Eisa Diab, Dima Al Jundi","Saudi Arabia, Syria, Egypt, Lebanon, Kuwait","April 30, 2018",2017,TV-14,1 Season,"International TV Shows, TV Dramas","This drama portrays women and kids living under the Islamic State group: a Yazidi slave, an undercover reporter, a recruited mom and child snipers.","['International TV Shows', 'TV Dramas']",1,8,2,1,6,0,-1,0,0,-1,2.193822965852028,-1.1256544464167555,4.0548434,28.504284
s950,TV Show,Black Earth Rising,Unknown,"Michaela Coel, John Goodman, Abena Ayivor, Noma Dumezweni, Ronald Guttman, Danny Sapani, Harriet Walter, Tyrone Huggins, Emmanuel Imani, Lucian Msamati, Tamara Tunie",United Kingdom,"January 25, 2019",2018,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas","Adopted by a human rights attorney after the Rwandan genocide, legal investigator Kate Ashby confronts her past when she takes on war crimes cases.","['British TV Shows', 'International TV Shows', 'TV Dramas']",1,7,3,1,8,0,-1,0,0,-1,3.302328690510212,-1.223942585148004,29.898708,25.86844
s951,Movie,Black Friday,Anurag Kashyap,"Pavan Malhotra, Kay Kay Menon, Aditya Srivastava, Dibyendu Bhattacharya, Kishore Kadam, Gajraj Rao, Zakir Hussain, Imtiaz Ali, Pratima Kazmi, Raj Arjun",India,"November 19, 2020",2004,TV-MA,162 min,"Dramas, International Movies",This docudrama based on the same-titled book tracks the aftermath of a 1993 bombing in Bombay through the eyes of a journalist covering the story.,"['Dramas', 'International Movies']",162,21,2,0,8,0,-1,0,0,-1,-1.5581981130598757,-0.8141452265274663,56.117573,-0.30682433
s952,Movie,Black Hawk Down,Ridley Scott,"Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana, William Fichtner, Ewen Bremner, Sam Shepard, Gabriel Casseus, Kim Coates, Hugh Dancy, Ron Eldard, Ioan Gruffudd, Tom Guiry, Charlie Hofheimer, Danny Hoch, Jason Isaacs, Zeljko Ivanek, Glenn Morshower, Jeremy Piven, Brendan Sexton III","United States, United Kingdom","January 1, 2019",2001,R,144 min,"Action & Adventure, Dramas","When U.S. forces attempt to capture two underlings of a Somali warlord, their helicopters are shot down and the Americans suffer heavy casualties.","['Action & Adventure', 'Dramas']",144,24,2,0,5,0,-1,0,0,-1,-1.1397498518165867,-0.3386654465838728,21.64576,-32.966007
s953,TV Show,Black Heart,Unknown,"Barış Kılıç, Tuvana Türkay, Serhat Tutumluer, Gülçin Santırcıoğlu, Kenan Bal",Turkey,"October 12, 2018",2014,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Blaming a crooked media mogul for the death of his journalist sister, a surgeon enlists the help of a beautiful psychologist to get revenge.","['Crime TV Shows', 'International TV Shows', 'TV Dramas']",1,11,3,1,6,0,-1,0,0,-1,2.8395891078214035,-2.2083398198867124,13.544416,-3.3869824
s954,TV Show,Black Ink Crew New York,Unknown,"Ceaser Emanuel, Dutchess Lattimore, Puma Robinson, Alex Estevez, Sassy Bermudez",United States,"December 15, 2020",2014,TV-14,2 Seasons,Reality TV,"At a Black-owned-and-operated hotspot for ink in Harlem, tattoo king Ceaser looks to expand his empire while working with a rambunctious crew.",['Reality TV'],2,11,1,1,6,0,-1,0,0,-1,2.290439287881124,0.543755552508056,55.081615,-15.169184
s955,TV Show,Black Lightning,Unknown,"Cress Williams, James Remar, Marvin 'Krondon' Jones III, Jill Scott, China Anne McClain, Damon Gupton, Nafessa Williams, Christine Adams",United States,"March 17, 2020",2019,TV-14,3 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",School principal and retired superhero Jefferson Pierce leaps back into action as the legendary Black Lightning after a gang threatens his family.,"['TV Action & Adventure', 'TV Dramas', 'TV Sci-Fi & Fantasy']",3,6,3,1,6,0,-1,0,0,-1,0.5643341593819023,-1.8935255633486496,7.6351533,-50.688835
s956,Movie,Black Man White Skin,Jose Manuel Colón,Not Available,Spain,"June 1, 2016",2015,TV-PG,79 min,"Documentaries, International Movies",This film chronicles the health and social problems that African albinos face and details the fight waged on their behalf by advocacy groups in Spain.,"['Documentaries', 'International Movies']",79,10,2,0,9,0,-1,0,0,-1,-0.9286511654356481,0.4865281830117028,-34.920918,12.070471
s957,TV Show,Black Mirror,Unknown,"Jesse Plemons, Cristin Milioti, Jimmi Simpson, Rosemarie DeWitt, Douglas Hodge, Andrea Riseborough, Brenna Harding, Owen Teague, Andrew Gower, Kiran Sonia Sawar, Georgina Campbell, Joe Cole, Maxine Peake, Jake Davies, Clint Dyer, Letitia Wright, Babs Olusanmokun, Bryce Dallas Howard, Alice Eve, Michael Kelly, Cherry Jones, Gugu Mbatha-Raw, Mackenzie Davis, Wyatt Russell, Benedict Wong, Kelly Macdonald, Faye Marsay, Madeline Brewer, Hannah John-Kamen, Malachi Kirby, Alex Lawther, Jerome Flynn, James Norton, Rory Kinnear, Lindsay Duncan, Daniel Kaluuya, Jessica Brown Findlay, Rupert Everett, Toby Kebbell, Jodie Whittaker, Hayley Atwell, Domhnall Gleeson, Lenora Crichlow, Michael Smiley, Daniel Rigby, Chloe Pirrie, Jason Flemyng, Jon Hamm, Oona Chaplin, Rafe Spall",United Kingdom,"June 5, 2019",2019,TV-MA,5 Seasons,"British TV Shows, International TV Shows, TV Dramas","This sci-fi anthology series explores a twisted, high-tech near-future where humanity's greatest innovations and darkest instincts collide.","['British TV Shows', 'International TV Shows', 'TV Dramas']",5,6,3,1,8,0,-1,0,0,-1,4.245256539063248,-1.2917050892740707,61.107468,20.947968
s958,Movie,Black Mirror: Bandersnatch,Unknown,"Fionn Whitehead, Will Poulter, Craig Parkinson, Alice Lowe, Asim Chaudhry",United States,"December 28, 2018",2018,TV-MA,312 min,"Dramas, International Movies, Sci-Fi & Fantasy","In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.","['Dramas', 'International Movies', 'Sci-Fi & Fantasy']",312,7,3,0,8,0,-1,0,0,-1,-1.2204065766143237,-1.7034608838062713,33.45276,-47.733322
s959,TV Show,Black Money Love,Ahmet Katıksız,"Güler Ökten, Hazal Türesan, İlkin Tüfekçi, Bedia Ener, Erkan Can, Öykü Karayel, Emre Kızılırmak, Bestemsu Özdemir, Engin Akyürek, Burak Tamdoğan, Saygın Soysal, Tuba Büyüküstün, Ali Yörenç, Ahmet Tansu Taşanlar, Elif İnci",Turkey,"October 15, 2019",2014,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After a cop's fiancée and a jewelry designer's father are found dead together, the two bereaved ones face a perilous aftermath of a theft gone wrong.","['Crime TV Shows', 'International TV Shows', 'TV Dramas']",1,11,3,1,8,0,-1,0,0,-1,2.9993139768755857,-2.1187552031571535,13.426413,38.42876
s960,Movie,Black Panther,Ryan Coogler,"Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Sterling K. Brown, Angela Bassett, Forest Whitaker, Andy Serkis, Florence Kasumba, John Kani, David S. Lee, Stan Lee",United States,"September 4, 2018",2018,PG-13,135 min,"Action & Adventure, Sci-Fi & Fantasy","T'Challa, the superpowered new leader of the hidden, highly advanced African nation of Wakanda, strives to protect his home from enemies old and new.","['Action & Adventure', 'Sci-Fi & Fantasy']",135,7,2,0,4,0,-1,0,0,-1,-1.5948653505290025,-0.8230854385405318,30.984001,-49.379997
s961,Movie,Black Rose,Alexander Nevsky,"Alexander Nevsky, Kristanna Loken, Adrian Paul, Robert Davi, Robert Madrid, Matthias Hues, Oksana Sidorenko, Emmanuil Vitorgan, Olga Rodionova, Polina Butorina","Russia, United States","July 2, 2017",2014,TV-MA,83 min,"Action & Adventure, International Movies","When a number of Russian women are brutally murdered in Los Angeles, the police call on a Moscow detective to help track down the serial killer.","['Action & Adventure', 'International Movies']",83,11,2,0,8,0,-1,0,0,-1,-1.0735454884652853,-1.0868905599935372,19.583773,-18.008123
s962,Movie,Black Sea,Kevin MacDonald,"Jude Law, Scoot McNairy, Ben Mendelsohn, Bobby Schofield, Tobias Menzies, Michael Smiley, Grigoriy Dobrygin, David Threlfall, Jodie Whittaker, Karl Davies","United Kingdom, Russia, United States","February 16, 2019",2015,R,114 min,"Action & Adventure, Dramas, International Movies","A hard-driving submarine captain is hired to steal gold from a sunken Nazi sub, but there's no honor among thieves during this underwater heist.","['Action & Adventure', 'Dramas', 'International Movies']",114,10,3,0,5,0,-1,0,0,3,-1.8003254107414537,-0.8899885685021406,8.289083,-28.332113
